QuickDAQ Data
0001-01-01 00:00:00
Notes:;;
Sample Rate:;250; Hz;
Measurement Type;Time Waveform;Time Waveform;Time Waveform;Time Waveform;Time Waveform;Time Waveform;
 0,0960000000;162,7812385559;70,6455707550;-235,5127334595;-2,1076202393; 0,8523464203;-0,4839897156;
 0,1000000000;219,9490070343;-198,0955600739;-23,7562656403;-0,6711483002; 0,6031990051;-1,7726421356;
 0,1040000000;-26,7415046692;-194,9005126953;220,6029891968; 0,6556510925;-0,7843971252;-1,6558170319;
 0,1080000000;-236,7699146271;76,4226913452;161,2350940704;-0,1156330109;-1,3196468353;-0,3874301910;
 0,1120000000;-120,5942630768;241,1730289459;-120,5997467041;-1,7976760864;-0,4339218140; 0,2908706665;
 0,1160000000;161,5493297577;72,1125602722;-235,8350753784;-2,0110607147; 0,9810924530;-0,4971027374;
 0,1200000000;220,5705642700;-197,1797943115;-25,2995491028;-0,5424022675; 0,7426738739;-1,7595291138;
 0,1240000000;-25,2144336700;-195,8150863647;219,9273109436; 0,6413459778;-0,7283687592;-1,5938282013;
 0,1280000000;-236,4673614502;74,8860836029;162,3783111572;-0,1335144043;-1,5485286713;-0,2384185791;
 0,1320000000;-122,0278739929;241,1546707153;-119,2107200623;-1,8584728241;-0,4935264587; 0,3993511200;
 0,1360000000;160,3515148163;73,6634731293;-236,1996173859;-2,2900104523; 0,9405612946;-0,5698204041;
 0,1400000000;221,2476730347;-196,2156295776;-26,9250869751;-0,7474422455; 0,8296966553;-1,6701221466;
 0,1440000000;-23,6394405365;-196,7391967773;219,2609310150; 0,5710124969;-0,6282329559;-1,6474723816;
 0,1480000000;-236,1600399017;73,3637809753;163,5518074036;-0,0286102295;-1,4793872833;-0,2288818359;
 0,1520000000;-123,3642101288;241,1100864410;-117,7754402161;-1,8358230591;-0,3838539124; 0,4255771637;
 0,1560000000;159,0931415558;75,2534866333;-236,4976406097;-2,3996829987; 0,9524822235;-0,7426738739;
 0,1600000000;221,9054698944;-195,2683925629;-28,5804271698;-0,8857250214; 0,7092952728;-1,9145011902;
 0,1640000000;-21,9378471375;-197,7398395538;218,5971736908; 0,6306171417;-0,6961822510;-1,5401840210;
 0,1680000000;-235,7630729675;71,7811584473;164,7815704346; 0,0643730164;-1,6033649445;-0,2419948578;
 0,1720000000;-124,7055530548;241,2064075470;-116,4247989655;-1,6248226166;-0,6294250488; 0,3457069397;
 0,1760000000;157,9580307007;76,7645835876;-236,8378639221;-2,1398067474; 0,8785724640;-0,5853176117;
 0,1800000000;222,4864959717;-194,2908763886;-30,2159786224;-0,6234645844; 0,7379055023;-1,7344951630;
 0,1840000000;-20,3337669373;-198,7056732178;217,8485393524; 0,5877017975;-0,7998943329;-1,3923645020;
 0,1880000000;-235,3997230530;70,1420307159;166,0196781158;-0,2908706665;-1,4889240265;-0,1835823059;
 0,1920000000;-126,2013912201;241,1422729492;-114,8567199707;-1,8560886383;-0,4935264587; 0,3969669342;
 0,1960000000;156,7053794861;78,3195495605;-237,0939254761;-2,0515918732; 0,8702278137;-0,6878376007;
 0,2000000000;223,1395244598;-193,3374404907;-31,7478179932;-0,7951259613; 0,8320808411;-1,8429756165;
 0,2040000000;-18,8176631927;-199,5096206665;217,2038555145; 0,2169609070;-0,7712841034;-1,4662742615;
 0,2080000000;-235,0041866302;68,7148571014;167,0451164246;-0,3027915955;-1,5592575073;-0,1215934753;
 0,2120000000;-127,4392604828;241,0259246826;-113,5623455048;-1,8572807312;-0,7009506226; 0,5078315735;
 0,2160000000;155,5361747742;79,8490047455;-237,3719215393;-2,1576881409; 0,7832050323;-0,5435943604;
 0,2200000000;223,7308025360;-192,2810077667;-33,3797931671;-0,7069110870; 0,7688999176;-1,8703937531;
 0,2240000000;-17,1577930450;-200,5369663239;216,4549827576; 0,4744529724;-0,6413459778;-1,6891956329;
 0,2280000000;-234,5652580261;67,0847892761;168,2739257813;-0,1358985901;-1,4019012451;-0,3516674042;
 0,2320000000;-128,8368701935;240,9710884094;-112,0882034302;-1,8560886383;-0,3802776337; 0,3337860107;
 0,2360000000;154,1969776154;81,4430713654;-237,6480102539;-2,4700164795; 0,7951259613;-0,5400180817;
 0,2400000000;224,3020534515;-191,2713050842;-35,0117683411;-1,0776519775; 0,7545948029;-1,7058849335;
 0,2440000000;-15,4464244843;-201,4973163605;215,6815528870; 0,5769729614;-0,5364418030;-1,5616416931;
 0,2480000000;-234,1735363007;65,4132366180;169,3823337555; 0,2968311310;-1,3840198517;-0,4267692566;
 0,2520000000;-130,3234100342;240,9367561340;-110,6669902802;-1,7309188843;-0,3540515900; 0,5555152893;
 0,2560000000;152,9486179352;83,1055641174;-237,9107475281;-2,5665760040; 1,0800361633;-0,1025199890;
 0,2600000000;224,8902320862;-190,2439594269;-36,5281105042;-1,0800361633; 0,8511543274;-1,6391277313;
 0,2640000000;-13,9951705933;-202,3875713348;215,0397300720; 0,7438659668;-0,7009506226;-1,7428398132;
 0,2680000000;-233,8325977325;63,8618469238;170,4978942871; 0,3528594971;-1,5377998352;-0,5006790161;
 0,2720000000;-131,6337585449;240,9117221832;-109,2820167542;-1,6498565674;-0,6294250488; 0,3993511200;
 0,2760000000;151,7622470856;84,6083164215;-238,1491661072;-2,6404857635; 0,8451938629;-0,1442432404;
 0,2800000000;225,5108356476;-189,2089843750;-38,0992889404;-1,3267993927; 1,0883808136;-1,3649463654;
 0,2840000000;-12,3608112335;-203,2725811005;214,3092155457; 0,5888938904;-0,4684925079;-1,4710426331;
 0,2880000000;-233,4055900574;62,3579025269;171,6320514679; 0,4196166992;-1,4710426331;-0,5781650543;
 0,2920000000;-132,8787803650;240,8311367035;-107,9201698303;-1,6283988953;-0,6508827209; 0,3302097321;
 0,2960000000;150,6600379944;85,9868526459;-238,3756637573;-2,5653839111; 0,8118152618;-0,1442432404;
 0,3000000000;226,0906696320;-188,2009506226;-39,6215915680;-1,1301040649; 0,7927417755;-1,4698505402;
 0,3040000000;-10,8141899109;-204,0627002716;213,5958671570; 0,7081031799;-0,7808208466;-1,7154216766;
 0,3080000000;-233,0458164215;60,8828067780;172,7178096771; 0,2646446228;-1,6164779663;-0,6091594696;
 0,3120000000;-134,3243122101;240,7805919647;-106,4879894257;-1,8298625946;-0,5614757538; 0,2646446228;
 0,3160000000;149,3270397186;87,5110626221;-238,6169433594;-2,5618076324; 0,7677078247;-0,1776218414;
 0,3200000000;226,6042232513;-187,3030662537;-41,0859584808;-1,0251998901; 0,7009506226;-1,4305114746;
 0,3240000000;-9,2585086823;-204,9696445465;212,9135131836; 0,4827976227;-0,5912780762;-1,8584728241;
 0,3280000000;-232,5224876404;59,4015121460;173,7298965454; 0,1990795135;-1,4984607697;-0,7212162018;
 0,3320000000;-135,5252265930;240,6296730042;-105,1416397095;-1,9478797913;-0,7295608521; 0,3671646118;
 0,3360000000;148,0557918549;88,9680385590;-238,8215065002;-2,7751922607; 0,9202957153;-0,2884864807;
 0,3400000000;227,1370887756;-186,2814426422;-42,7322387695;-1,3005733490; 0,9620189667;-1,6593933105;
 0,3440000000;-7,6661109924;-205,8548927307;212,0983600616; 0,6282329559;-0,6222724915;-1,7488002777;
 0,3480000000;-232,1293354034;57,8203201294;174,8661994934; 0,4601478577;-1,5449523926;-0,5507469177;
 0,3520000000;-136,8057727814;240,5171394348;-103,7168502808;-1,6438961029;-0,4816055298; 0,5269050598;
 0,3560000000;146,8343734741;90,3925895691;-238,9988899231;-2,5546550751; 0,8821487427;-0,2932548523;
 0,3600000000;227,6484966278;-185,3063106537;-44,2214012146;-0,9751319885; 0,8702278137;-1,6367435455;
 0,3640000000;-6,0811042786;-206,6531181335;211,3761901855; 0,8141994476;-0,6067752838;-1,8596649170;
 0,3680000000;-231,6730022430;56,2479496002;175,9822368622; 0,4434585571;-1,5807151794;-0,6103515625;
 0,3720000000;-138,1742954254;240,3855323792;-102,2272109985;-1,6176700592;-0,7319450378; 0,5316734314;
 0,3760000000;145,5643177032;91,8955802917;-239,2177581787;-2,6607513428; 0,8368492126;-0,1156330109;
 0,3800000000;228,2168865204;-184,2470169067;-45,8018779755;-1,0478496552; 0,7915496826;-1,5747547150;
 0,3840000000;-4,4410228729;-207,4768543243;210,6239795685; 0,7748603821;-0,8857250214;-1,7082691193;
 0,3880000000;-231,1666011810;54,7618865967;177,0470142365; 0,5066394806;-1,5473365784;-0,6413459778;
 0,3920000000;-139,4534111023;240,3614521027;-100,8057594299;-1,3792514801;-0,7212162018; 0,4875659943;
 0,3960000000;144,3343162537;93,3849811554;-239,3908500671;-2,5165081024; 0,7057189941;-0,0977516174;
 0,4000000000;228,7633419037;-183,2082271576;-47,3973751068;-1,1932849884; 0,9536743164;-1,4865398407;
 0,4040000000;-2,8483867645;-208,3792686462;209,8448276520; 0,6151199341;-0,5519390106;-1,7046928406;
 0,4080000000;-230,7388782501;53,2698631287;178,1408786774; 0,3492832184;-1,5509128571;-0,5781650543;
 0,4120000000;-140,7105922699;240,1916980743;-99,4551181793;-1,7297267914;-0,7677078247; 0,4553794861;
 0,4160000000;143,1157588959;94,6266651154;-239,5780086517;-2,6738643646; 0,5924701691;-0,1645088196;
 0,4200000000;229,1960716248;-182,2836399078;-48,8550662994;-1,2958049774; 0,9202957153;-1,6617774963;
 0,4240000000;-1,3887882233;-209,0318202972;209,0532779694; 0,6020069122;-0,4458427429;-1,7750263214;
 0,4280000000;-230,2691936493;51,8946647644;179,1453361511; 0,5424022675;-1,5974044800;-0,5292892456;
 0,4320000000;-142,0209407806;240,0166988373;-97,9394912720;-1,5544891357;-0,7843971252; 0,3278255463;
 0,4360000000;141,7648792267;96,1112976074;-239,7346496582;-2,7287006378; 0,6747245789;-0,2336502075;
 0,4400000000;229,7322750092;-181,2121868134;-50,4336357117;-1,3411045074; 0,7843971252;-1,5962123871;
 0,4440000000; 0,3247261047;-209,8348140717;208,3020210266; 0,6020069122;-0,5233287811;-1,6140937805;
 0,4480000000;-229,6545505524;50,3413677216;180,1924705505; 0,4839897156;-1,3482570648;-0,4386901855;
 0,4520000000;-143,2135105133;239,7949695587;-96,5492725372;-1,5568733215;-0,8320808411; 0,4673004150;
 0,4560000000;140,5305862427;97,5005626678;-239,8879528046;-2,6524066925; 0,6580352783;-0,1478195190;
 0,4600000000;230,1218509674;-180,1767349243;-52,0071983337;-1,2421607971; 0,9226799011;-1,5783309937;
 0,4640000000; 1,8067359924;-210,6382846832;207,4110507965; 0,4792213440;-0,5090236664;-1,8680095673;
 0,4680000000;-229,2134761810;48,7661361694;181,2734603882; 0,3647804260;-1,4781951904;-0,6401538849;
 0,4720000000;-144,5055007935;239,6965026855;-95,0386524200;-1,4984607697;-0,6568431854; 0,3504753113;
 0,4760000000;139,1830444336;99,0223884583;-239,9911880493;-2,7227401733; 0,8428096771;-0,1347064972;
 0,4800000000;230,5984497070;-179,0771484375;-53,4756183624;-1,3446807861; 0,8451938629;-1,6295909882;
 0,4840000000; 3,4320354462;-211,3633155823;206,6626548767; 0,6151199341;-0,5531311035;-1,9907951355;
 0,4880000000;-228,6970615387;47,1634864807;182,2700500488; 0,4339218140;-1,3959407806;-0,7355213165;
 0,4920000000;-145,7984447479;239,4969463348;-93,6193466187;-1,7488002777;-0,8893013000; 0,5269050598;
 0,4960000000;137,9346847534;100,4495620728;-240,1401996613;-2,6082992554; 0,7021427155; 0,0298023224;
 0,5000000000;231,0039997101;-178,0431270599;-54,9652576447;-1,3566017151; 1,0573863983;-1,3947486877;
 0,5040000000; 4,8887729645;-212,1341228485;205,9381008148; 0,4839897156;-0,4649162292;-1,7356872559;
 0,5080000000;-228,1501293182;45,6602573395;183,2780838013; 0,4863739014;-1,7225742340;-0,7891654968;
 0,5120000000;-147,0189094543;239,2678260803;-92,2524929047;-1,3327598572;-1,0228157043; 0,2622604370;
 0,5160000000;136,5756988525;101,8278598785;-240,2718067169;-2,4688243866; 0,8046627045;-0,3278255463;
 0,5200000000;231,4994335175;-176,9659519196;-56,5598011017;-1,3327598572; 1,1682510376;-1,5425682068;
 0,5240000000; 6,5674781799;-213,0179405212;205,0476074219; 0,5114078522;-0,4136562347;-1,7046928406;
 0,5280000000;-227,6835441589;44,1408157349;184,3223571777; 0,7343292236;-1,5258789063;-0,7522106171;
 0,5320000000;-148,2675075531;239,1033172607;-90,8339023590;-1,1742115021;-0,8809566498; 0,3445148468;
 0,5360000000;135,3273391724;103,1997203827;-240,3984069824;-2,4223327637; 0,7081031799;-0,1323223114;
 0,5400000000;231,9087982178;-175,9326457977;-57,9881668091;-1,3208389282; 0,9524822235;-1,3744831085;
 0,5440000000; 8,0571174622;-213,6697769165;204,2896747589; 0,5173683167;-0,5686283112;-1,7046928406;
 0,5480000000;-227,1101474762;42,6318645477;185,3656768799; 0,6079673767;-1,6331672668;-0,5865097046;
 0,5520000000;-149,4190692902;238,9209270477;-89,3836021423;-1,3911724091;-0,7557868958; 0,5149841309;
 0,5560000000;134,1807842255;104,5796871185;-240,5564785004;-2,6047229767; 0,7677078247;-0,1525878906;
 0,5600000000;232,3460578918;-174,9310493469;-59,5059394836;-1,3649463654; 0,9715557098;-1,5068054199;
 0,5640000000; 9,4952583313;-214,3523693085;203,4802436829; 0,5257129669;-0,5674362183;-1,7249584198;
 0,5680000000;-226,6459465027;41,1870479584;186,2838268280; 0,6151199341;-1,6283988953;-0,6425380707;
 0,5720000000;-150,6590843201;238,7487888336;-87,9094600677;-1,3649463654;-0,5614757538; 0,4506111145;
 0,5760000000;132,7641010284;106,1587333679;-240,5772209167;-2,4557113647; 0,9071826935;-0,1537799835;
 0,5800000000;232,8257560730;-173,6736297607;-61,0218048096;-1,2147426605; 0,8368492126;-1,4424324036;
 0,5840000000;11,2435817719;-215,2111530304;202,5804519653; 0,4339218140;-0,5602836609;-1,7523765564;
 0,5880000000;-226,0897159576;39,4463539124;187,3118877411; 0,5447864532;-1,5497207642;-0,6675720215;
 0,5920000000;-151,9088745117;238,4810447693;-86,5070819855;-1,4674663544;-0,8094310760; 0,4863739014;
 0,5960000000;131,5665245056;107,5725555420;-240,6611442566;-2,7167797089; 0,7712841034;-0,0369548798;
 0,6000000000;233,2086563110;-172,5649833679;-62,5476837158;-1,1551380157; 0,7426738739;-1,3816356659;
 0,6040000000;12,7263069153;-215,9023284912;201,6792297363; 0,8320808411;-0,5769729614;-1,6796588898;
 0,6080000000;-225,5287170410;37,9579067230;188,2550716400; 0,5984306335;-1,4984607697;-0,7498264313;
 0,6120000000;-153,1291007996;238,2025718689;-85,0539207458;-1,3661384583;-0,6961822510; 0,2562999725;
 0,6160000000;130,2118301392;108,9172363281;-240,7853603363;-2,2137165070; 0,9095668793;-0,0452995300;
 0,6200000000;233,5999011993;-171,5333461761;-64,0244483948;-0,9155273438; 0,9667873383;-1,5652179718;
 0,6240000000;14,2230987549;-216,6087627411;200,9410858154; 0,7748603821;-0,5066394806;-1,7678737640;
 0,6280000000;-225,0256538391;36,4441871643;189,2142295837; 0,6127357483;-1,6319751740;-0,5722045898;
 0,6320000000;-154,3166637421;237,9488945007;-83,6827754974;-1,2362003326;-0,6902217865; 0,4839897156;
 0,6360000000;128,9112567902;110,3050708771;-240,8421039581;-2,5379657745; 0,7295608521;-0,0047683716;
 0,6400000000;233,9420318604;-170,3937053680;-65,4888153076;-1,3828277588; 0,9727478027;-1,4603137970;
 0,6440000000;15,7995223999;-217,4153327942;200,0811100006; 0,4839897156;-0,4553794861;-1,8763542175;
 0,6480000000;-224,3914604187;34,8172187805;190,1950836182; 0,6353855133;-1,3816356659;-0,6759166718;
 0,6520000000;-155,5044651031;237,6604080200;-82,2403430939;-1,4889240265;-0,6234645844; 0,3945827484;
 0,6560000000;127,6345252991;111,6385459900;-240,9071922302;-2,6476383209; 0,8296966553;-0,2765655518;
 0,6600000000;234,3366146088;-169,3069934845;-66,9391155243;-1,1599063873; 1,0526180267;-1,6522407532;
 0,6640000000;17,2519683838;-217,9419994354;199,2473602295; 0,6008148193;-0,5948543549;-1,6462802887;
 0,6680000000;-223,9050865173;33,3564281464;191,1065578461; 0,4303455353;-1,6331672668;-0,4971027374;
 0,6720000000;-156,6383838654;237,4763488770;-80,7747840881;-1,7142295837;-0,6580352783; 0,4506111145;
 0,6760000000;126,3377666473;113,0740642548;-240,9589290619;-2,6285648346; 0,7748603821;-0,1835823059;
 0,6800000000;234,7009181976;-168,2794094086;-68,4275627136;-1,2934207916; 0,9679794312;-1,4209747314;
 0,6840000000;18,7873840332;-218,6670303345;198,3878612518; 0,5245208740;-0,6127357483;-1,5902519226;
 0,6880000000;-223,3009338379;31,8403244019;192,0137405396; 0,7104873657;-1,6129016876;-0,4923343658;
 0,6920000000;-157,8555107117;237,1778488159;-79,3373584747;-1,3041496277;-0,7331371307; 0,4291534424;
 0,6960000000;125,0724792480;114,3774986267;-241,0089969635;-2,3639202118; 0,8153915405;-0,1513957977;
 0,7000000000;235,0888252258;-167,1051979065;-69,9269771576;-1,1432170868; 0,8738040924;-1,4591217041;
 0,7040000000;20,3077793121;-219,3500995636;197,5271701813; 0,7843971252;-0,6842613220;-1,6796588898;
 0,7080000000;-222,7497100830;30,3568840027;193,0015087128; 0,6759166718;-1,8548965454;-0,5781650543;
 0,7120000000;-158,9565277100;236,8805408478;-77,9359340668;-1,4424324036;-0,8308887482; 0,4482269287;
 0,7160000000;123,7871646881;115,7009601593;-241,0247325897;-2,7990341187; 0,8785724640;-0,0500679016;
 0,7200000000;235,3827953339;-165,9488677979;-71,2916851044;-1,4829635620; 1,0001659393;-1,5723705292;
 0,7240000000;21,8317508698;-219,9871540070;196,7239379883; 0,5984306335;-0,4518032074;-1,9967556000;
 0,7280000000;-222,0914363861;28,7621021271;193,9041614532; 0,4231929779;-1,5127658844;-0,8654594421;
 0,7320000000;-160,1371765137;236,6371154785;-76,4744281769;-1,3685226440;-0,8451938629; 0,3647804260;
 0,7360000000;122,4317550659;117,0170307159;-241,0399913788;-2,4533271790; 0,6210803986; 0,0452995300;
 0,7400000000;235,7308864594;-165,0595664978;-72,7858543396;-1,3792514801; 0,5888938904;-1,2564659119;
 0,7440000000;23,3144760132;-220,6172943115;195,8100795746; 0,5495548248;-0,6794929504;-1,6641616821;
 0,7480000000;-221,5049266815;27,4634361267;194,7369575500; 0,5817413330;-1,5687942505;-0,5495548248;
 0,7520000000;-161,2386703491;236,3319396973;-75,0620365143;-1,4877319336;-0,6842613220; 0,5280971527;
 0,7560000000;121,1404800415;118,2403564453;-241,0452365875;-2,6345252991; 0,6592273712; 0,0250339508;
 0,7600000000;236,0630035400;-163,9575958252;-74,2671489716;-1,3709068298; 0,9942054749;-1,2934207916;
 0,7640000000;24,8742103577;-221,2686538696;194,8750019073; 0,6008148193;-0,3659725189;-1,5711784363;
 0,7680000000;-220,8542823792;25,9425640106;195,7049369812; 0,7259845734;-1,4030933380;-0,5769729614;
 0,7720000000;-162,3606681824;236,0892295837;-73,6029148102;-1,2814998627;-0,6937980652; 0,2908706665;
 0,7760000000;119,7879314423;119,6134090424;-240,9770488739;-2,4247169495; 0,8273124695;-0,1692771912;
 0,7800000000;236,3336086273;-162,7471446991;-75,6497383118;-1,2362003326; 0,9739398956;-1,2552738190;
 0,7840000000;26,4508724213;-221,8065261841;193,9961910248; 0,6449222565;-0,4053115845;-1,5330314636;
 0,7880000000;-220,1454639435;24,3537425995;196,5878009796; 0,6926059723;-1,5628337860;-0,6663799286;
 0,7920000000;-163,5363101959;235,7432842255;-72,0746517181;-1,2505054474;-0,7784366608; 0,4291534424;
 0,7960000000;118,4387207031;121,0064888000;-241,0137653351;-2,3913383484; 0,7522106171;-0,0238418579;
 0,8000000000;236,6766929626;-161,6787910461;-77,1491527557;-1,3804435730; 0,8356571198;-1,5330314636;
 0,8040000000;27,8589725494;-222,5172519684;193,0932998657; 0,4982948303;-0,5769729614;-1,8560886383;
 0,8080000000;-219,5906639099;22,9141712189;197,3896026611; 0,6651878357;-1,3566017151;-0,7200241089;
 0,8120000000;-164,6389961243;235,4383468628;-70,7209110260;-1,3077259064;-0,5042552948; 0,2932548523;
 0,8160000000;117,1202659607;122,2441196442;-240,9880161285;-2,5570392609; 0,9262561798;-0,2229213715;
 0,8200000000;237,0028495789;-160,5396270752;-78,6206722260;-1,3136863708; 1,2075901031;-1,4746189117;
 0,8240000000;29,4644832611;-223,1335639954;192,1405792236; 0,3933906555;-0,3504753113;-1,8668174744;
 0,8280000000;-218,9247608185;21,4071273804;198,2686519623; 0,4112720490;-1,5377998352;-0,6520748138;
 0,8320000000;-165,6928062439;235,1050376892;-69,2882537842;-1,5616416931;-0,8487701416; 0,3278255463;
 0,8360000000;115,8685684204;123,5327720642;-240,9510612488;-2,4461746216; 0,7247924805;-0,2694129944;
 0,8400000000;237,2331619263;-159,3902111053;-80,0085067749;-1,3208389282; 0,9095668793;-1,5997886658;
 0,8440000000;30,9712886810;-223,7017154694;191,2188529968; 0,3659725189;-0,5829334259;-1,7344951630;
 0,8480000000;-218,2500362396;19,8655128479;199,1448402405; 0,5066394806;-1,6748905182;-0,7307529449;
 0,8520000000;-166,9213771820;234,7757816315;-67,7652359009;-1,4245510101;-0,9667873383; 0,5853176117;
 0,8560000000;114,4771575928;124,9375343323;-240,9501075745;-2,4020671844; 0,6866455078; 0,2110004425;
 0,8600000000;237,4751567841;-158,2801342011;-81,4926624298;-1,3518333435; 1,0824203491;-1,3959407806;
 0,8640000000;32,3841571808;-224,2691516876;190,3851032257; 0,5769729614;-0,4756450653;-1,8000602722;
 0,8680000000;-217,6241874695;18,4144973755;200,0393867493; 0,6544589996;-1,5211105347;-0,7700920105;
 0,8720000000;-167,9806709290;234,4017028809;-66,3309097290;-1,0824203491;-0,6425380707; 0,2884864807;
 0,8760000000;113,1494045258;126,1582374573;-240,8933639526;-2,4425983429; 0,8690357208;-0,1156330109;
 0,8800000000;237,7912998199;-157,1297645569;-82,9396247864;-1,6427040100; 0,8904933929;-1,3780593872;
 0,8840000000;33,9908599854;-224,9145507813;189,3703937531; 0,3671646118;-0,5364418030;-1,6093254089;
 0,8880000000;-216,9370651245;16,8478488922;200,8781433105; 0,5948543549;-1,5521049500;-0,5924701691;
 0,8920000000;-169,0123081207;234,1229915619;-64,9738311768;-1,2278556824;-0,7534027100; 0,3170967102;
 0,8960000000;111,9632720947;127,4161338806;-240,8623695374;-2,5308132172; 0,6473064423;-0,2169609070;
 0,9000000000;238,0466461182;-155,9803485870;-84,1927528381;-1,5056133270; 0,7748603821;-1,4925003052;
 0,9040000000;35,3019237518;-225,3673076630;188,5848045349; 0,2312660217;-0,5197525024;-1,7356872559;
 0,9080000000;-216,3929939270;15,4454708099;201,7068862915; 0,4553794861;-1,4889240265;-0,5614757538;
 0,9120000000;-170,1319217682;233,6962223053;-63,4720325470;-1,3446807861;-0,6449222565; 0,3707408905;
 0,9160000000;110,5396747589;128,7176609039;-240,7777309418;-2,5308132172; 0,8797645569;-0,3015995026;
 0,9200000000;238,2850646973;-154,8151969910;-85,6103897095;-1,3041496277; 0,9918212891;-1,4412403107;
 0,9240000000;36,7794036865;-225,9604930878;187,6411437988; 0,5769729614;-0,4518032074;-1,6450881958;
 0,9280000000;-215,6233787537;13,8728618622;202,4672031403; 0,5686283112;-1,4090538025;-0,6818771362;
 0,9320000000;-171,2059974670;233,2880496979;-62,0427131653;-1,2362003326;-0,6377696991; 0,2396106720;
 0,9360000000;109,1101169586;130,0342082977;-240,7178878784;-2,4771690369; 0,7665157318;-0,4601478577;
 0,9400000000;238,5280132294;-153,6228656769;-87,1386528015;-1,3804435730; 0,9047985077;-1,6999244690;
 0,9440000000;38,3787155151;-226,5996932983;186,6183280945; 0,5424022675;-0,3969669342;-1,8680095673;
 0,9480000000;-214,9899005890;12,3147964478;203,3169269562; 0,5650520325;-1,3875961304;-0,8714199066;
 0,9520000000;-172,2605228424;232,9196929932;-60,6174468994;-1,2910366058;-0,8583068848; 0,1239776611;
 0,9560000000;107,7997684479;131,2751770020;-240,5967712402;-2,4199485779; 0,6735324860;-0,2455711365;
 0,9600000000;238,7280464172;-152,4908542633;-88,4749889374;-1,4114379883; 0,9477138519;-1,4603137970;
 0,9640000000;39,9081707001;-227,1101474762;185,6489181519; 0,4291534424;-0,3838539124;-1,8632411957;
 0,9680000000;-214,2231464386;10,7898712158;204,1425704956; 0,5078315735;-1,4770030975;-0,8332729340;
 0,9720000000;-173,3326911926;232,5193881989;-59,0825080872;-1,3756752014;-0,7915496826; 0,3576278687;
 0,9760000000;106,4565181732;132,5378417969;-240,4837608337;-2,5486946106; 0,7832050323;-0,1668930054;
